Age [ka BP],stack,std
1208.5,0.686666667,0.44312025
1213.5,0.69375,0.386034865
1218.5,0.73875,0.305296987
1223.5,0.678888889,0.298334885
1228.5,0.915,0.200540935
1233.5,0.5215,0.270020833
1238.5,0.6025,0.293981292
1243.5,0.014583333,0.48230422
1248.5,0.49875,0.46322016
1253.5,0.49375,0.581769929
1258.5,0.595833333,0.623861185
1263.5,0.74875,0.146650094
1268.5,0.849727273,0.367760927
1273.5,0.9305,0.241042009
1278.5,0.7829375,0.125782281
1283.5,0.622529762,0.151296489
1288.5,0.529136842,0.321083755
1293.5,0.404629545,0.397829557
1298.5,0.40493266,0.234654837
1303.5,0.663422619,0.073926391
1308.5,0.893090909,0.131508021
1313.5,0.835666667,0.227820592
1318.5,0.794064103,0.152529944
1323.5,0.685,0.174928557
1328.5,0.650555556,0.097472693
1333.5,0.626666667,0.046457866
1338.5,0.875,0.325269119
1343.5,0.84,0.164620776
1348.5,0.688630952,0.525660164
1353.5,0.828605263,0.213981206
1358.5,0.510958333,0.630050973
1363.5,0.56375,0.212421554
1368.5,0.770714286,0.241457099
1373.5,0.513225806,0.179613413
1378.5,0.828157895,0.213836315
1383.5,0.874565217,0.100625877
1388.5,0.735625,0.334790824
1393.5,0.84625,0.158875534
1398.5,0.730833333,0.223215143
1403.5,0.655,0.153215534
1408.5,0.565,0.437349974
1413.5,0.64625,0.234853678
1418.5,0.614583333,0.266407426
1423.5,0.46875,0.574313398
1428.5,0.624821429,0.235822035
1433.5,0.434791667,0.596410705
1438.5,0.467291667,0.378511568
1443.5,0.772777778,0.138105569
1448.5,0.578055556,0.090178578
1453.5,0.368055556,0.054647439
1458.5,0.708888889,0.093472119
1463.5,0.273888889,0.911854541
1468.5,0.828055556,0.116166587
1473.5,0.506666667,0.490849604
1478.5,0.945555556,0.095004873
1483.5,0.672916667,0.351726891
1488.5,0.676666667,0.120657919
1493.5,0.466666667,0.14571662
1498.5,0.876666667,0.075055535
1503.5,0.816666667,0.146401275
1508.5,0.92,0.16263456
1513.5,0.8275,0.169828345
1518.5,0.841666667,0.116225356
1523.5,0.877777778,0.059285874
1528.5,0.66,0.182961745
1533.5,0.513333333,0.2744287
1538.5,0.445,0.427029468
1543.5,0.93,0.405832478
1548.5,0.81,0.205182845
1553.5,0.715,0.410091453
1558.5,0.805,0.212308737
1563.5,0.640416667,0.400999619
1568.5,0.35125,0.811586666
1573.5,0.668888889,0.521156122
1578.5,0.848333333,0.209304404
1583.5,0.644444444,0.393733318
1588.5,0.783611111,0.092542533
1593.5,1.11,0.280535203
1598.5,1.085555556,0.121932738
